# Parcel ID -> Zoning Mapping
# Format: parcel_id|zoning
# Generated for Teton County WY

|P/SP
22-41-16-04-1-00-017|R2
22-41-16-04-1-00-018|R1
22-41-16-04-1-00-019|R2
22-41-16-04-2-00-002|R2
22-41-16-04-2-00-003|R1
22-41-16-04-2-00-004|R2
22-41-16-04-2-00-007|R2
22-41-16-04-2-00-010|R2
22-41-16-04-2-00-011|R2
22-41-16-04-2-00-013|R2
22-41-16-04-3-00-002|R2
22-41-16-04-3-00-003|R2
22-41-16-04-3-00-004|R1
22-41-16-04-3-00-005|R1
22-41-16-04-3-00-006|R1
22-41-16-04-3-00-008|R2
22-41-16-04-4-00-001|R2
22-41-16-05-1-00-004|R1
22-41-16-05-1-00-005|R1
22-41-16-05-1-00-006|R1
22-41-16-05-1-00-007|R1
22-41-16-05-1-00-008|R1
22-41-16-05-1-00-009|R2
22-41-16-05-3-00-006|R1
22-41-16-05-3-00-008|R2
22-41-16-05-3-00-009|R2
22-41-16-05-3-00-010|R2
22-41-16-05-3-00-011|R2
22-41-16-05-4-00-002|R2
22-41-16-05-4-00-003|R2
22-41-16-06-1-00-001|P/SP
22-41-16-06-1-01-001|R3
22-41-16-06-1-01-002|R3
22-41-16-06-1-01-003|R3
22-41-16-06-1-01-004|R3
22-41-16-06-1-01-005|R3
22-41-16-06-1-01-006|R3
22-41-16-06-1-01-007|R3
22-41-16-06-1-01-008|R3
22-41-16-06-1-01-009|R3
22-41-16-06-1-01-010|R3
22-41-16-06-1-01-011|R3
22-41-16-06-1-01-012|R3
22-41-16-06-1-01-013|R3
22-41-16-06-1-04-001|R3
22-41-16-06-1-04-002|R3
22-41-16-06-1-04-003|R3
22-41-16-06-1-04-004|R3
22-41-16-06-1-04-005|R3
22-41-16-06-1-04-006|R3
22-41-16-06-2-00-005|R1
22-41-16-06-2-00-006|R1
22-41-16-06-2-02-001|R3
22-41-16-06-2-02-005|R3
22-41-16-06-2-02-006|R3
22-41-16-06-2-02-007|R3
22-41-16-06-2-02-008|R3
22-41-16-06-2-02-009|R3
22-41-16-06-2-03-001|R3
22-41-16-06-2-03-002|R3
22-41-16-06-2-03-003|R3
22-41-16-06-2-03-005|R3
22-41-16-06-2-03-006|R3
22-41-16-06-2-03-007|R3
22-41-16-06-2-03-008|R3
22-41-16-06-2-06-001|R3
22-41-16-06-2-06-002|R3
22-41-16-06-2-07-001|R3
22-41-16-06-2-07-002|R3
22-41-16-06-3-00-004|R3
22-41-16-06-3-00-005|P/SP
22-41-16-06-3-03-010|R3
22-41-16-06-3-03-011|R3
22-41-16-06-3-03-012|R3
22-41-16-06-3-03-013|R3
22-41-16-06-3-03-015|R3
22-41-16-06-3-03-016|R3
22-41-16-06-3-03-017|R3
22-41-16-06-3-03-018|R3
22-41-16-06-3-03-019|R3
22-41-16-06-3-03-020|R3
22-41-16-06-3-03-021|R3
22-41-16-06-3-04-001|R3
22-41-16-06-3-04-002|R3
22-41-16-06-3-04-003|R3
22-41-16-06-3-04-004|R3
22-41-16-06-3-04-005|R3
22-41-16-06-3-04-006|R3
22-41-16-06-3-05-003|R3
22-41-16-06-3-05-004|R3
22-41-16-06-3-05-006|R3
22-41-16-06-3-05-007|R3
22-41-16-06-3-05-008|R3
22-41-16-06-3-05-010|R3
22-41-16-06-3-05-012|R3
22-41-16-06-3-05-013|R3
22-41-16-06-3-05-014|R3
22-41-16-06-3-05-015|R3
22-41-16-06-3-05-016|R3
22-41-16-06-3-05-017|R3
22-41-16-06-3-05-018|R3
22-41-16-06-3-05-019|R3
22-41-16-06-3-05-020|R3
22-41-16-06-3-05-021|R3
22-41-16-06-3-05-022|R3
22-41-16-06-3-05-023|R3
22-41-16-06-3-05-024|R3
22-41-16-06-3-05-025|R3
22-41-16-06-3-05-026|R3
22-41-16-06-3-05-027|R3
22-41-16-06-3-05-028|R3
22-41-16-06-3-06-001|R3
22-41-16-06-3-06-002|R3
22-41-16-06-4-00-001|P/SP
22-41-16-06-4-05-001|R3
22-41-16-06-4-05-002|R3
22-41-16-06-4-05-009|R3
22-41-16-06-4-05-028|R3
22-41-16-06-4-05-029|R3
22-41-16-07-2-01-001|R3
22-41-16-07-2-01-002|R3
22-41-16-07-2-01-003|R3
22-41-16-07-2-01-004|R3
22-41-16-07-2-01-005|R3
22-41-16-07-2-01-006|R3
22-41-16-07-2-01-007|R3
22-41-16-07-2-01-008|R3
22-41-16-07-2-01-009|R3
22-41-16-07-2-01-010|R3
22-41-16-07-2-01-011|R3
22-41-16-07-2-01-012|R3
22-41-16-07-2-01-013|R3
22-41-16-07-2-01-014|R3
22-41-16-07-2-01-017|R3
22-41-16-07-2-02-001|R3
22-41-16-08-1-00-002|R2
22-41-16-08-1-00-003|R2
22-41-16-08-1-00-004|R2
22-41-16-08-1-00-005|R2
22-41-16-08-1-00-006|R2
22-41-16-08-3-00-001|R1
22-41-16-08-4-00-006|R1
22-41-16-08-4-00-007|R2
22-41-16-09-1-00-001|R1
22-41-16-09-1-00-002|R1
22-41-16-09-1-00-003|R1
22-41-16-09-2-00-003|R1
22-41-16-09-2-00-004|R1
22-41-16-09-3-00-001|R1
22-41-16-09-3-00-002|R1
22-41-16-09-3-00-003|R1
22-41-16-09-3-00-004|R1
22-41-16-09-3-00-005|R1
22-41-16-09-4-00-001|R1
22-41-16-09-4-00-002|R1
22-41-16-09-4-00-003|R1
22-41-16-10-1-00-003|R1
22-41-16-10-1-00-004|R1
22-41-16-10-1-00-005|R1
22-41-16-10-1-00-006|R1
22-41-16-10-1-00-007|R1
22-41-16-10-1-00-008|R1
22-41-16-10-2-00-004|R1
22-41-16-10-2-00-012|R1
22-41-16-10-2-00-013|R1
22-41-16-10-4-00-009|R1
22-41-16-10-4-00-010|R1
22-41-16-10-4-00-011|PUD R1
22-41-16-10-4-00-018|PUD R1
22-41-16-10-4-00-019|R1
22-41-16-11-2-00-002|R3
22-41-16-11-2-00-003|R3
22-41-16-11-2-00-004|R3
22-41-16-11-2-00-005|R3
22-41-16-11-2-00-006|R3
22-41-16-11-2-00-007|R3
22-41-16-11-2-00-008|R3
22-41-16-11-2-00-009|R3
22-41-16-11-2-00-010|R3
22-41-16-11-2-00-011|R3
22-41-16-11-2-00-012|R3
22-41-16-11-2-00-013|R3
22-41-16-11-2-00-014|R3
22-41-16-11-2-00-015|R3
22-41-16-11-2-00-017|R3
22-41-16-11-2-00-022|R3
22-41-16-11-2-00-023|R3
22-41-16-11-2-00-024|R3
22-41-16-11-2-00-025|R3
22-41-16-11-2-00-026|R3
22-41-16-11-2-01-002|R3
22-41-16-11-2-01-003|R3
22-41-16-11-2-01-004|R3
22-41-16-11-2-01-005|R3
22-41-16-11-2-01-006|R3
22-41-16-15-2-00-001|R1
22-41-16-15-2-00-002|R1
22-41-16-15-2-00-003|R1
22-41-16-15-2-00-004|R1
22-41-16-15-3-00-008|R3
22-41-16-15-3-00-009|R3
22-41-16-15-3-00-011|R3
22-41-16-15-3-00-012|R3
22-41-16-15-3-00-013|R3
22-41-16-15-3-00-015|R3
22-41-16-16-1-00-001|R1
22-41-16-16-1-00-002|R1
22-41-16-16-1-00-003|R1
22-41-16-16-1-01-001|PUD - NC
22-41-16-16-2-00-001|R1
22-41-16-16-2-00-002|R1
22-41-16-16-2-03-001|PUD - NC
22-41-16-16-2-03-002|PUD - NC
22-41-16-16-2-03-003|PUD - NC
22-41-16-16-2-03-004|PUD - NC
22-41-16-16-2-04-001|PUD - NC
22-41-16-16-2-04-002|PUD - NC
22-41-16-16-2-04-003|PUD - NC
22-41-16-16-2-04-004|PUD - NC
22-41-16-16-2-04-005|PUD - NC
22-41-16-16-2-04-006|PUD - NC
22-41-16-16-3-00-003|R1
22-41-16-16-3-00-007|R1
22-41-16-16-3-05-001|PUD - NC
22-41-16-16-3-06-001|PUD - NC
22-41-16-16-3-06-002|PUD - NC
22-41-16-16-3-07-001|PUD - NC
22-41-16-16-3-07-002|PUD - NC
22-41-16-16-3-08-001|PUD - NC
22-41-16-16-4-08-001|PUD - NC
22-41-16-16-4-08-002|PUD - NC
22-41-16-16-4-08-003|PUD - NC
22-41-16-16-4-08-004|PUD - NC
22-41-16-16-4-08-005|PUD - NC
22-41-16-16-4-08-006|PUD - NC
22-41-16-16-4-08-007|PUD - NC
22-41-16-16-4-08-008|PUD - NC
22-41-16-16-4-08-009|PUD - NC
22-41-16-16-4-08-010|PUD - NC
22-41-16-16-4-08-011|PUD - NC
22-41-16-16-4-08-012|PUD - NC
22-41-16-16-4-09-034|PUD - NC
22-41-16-16-4-09-036|PUD - NC
22-41-16-16-4-09-037|PUD - NC
22-41-16-16-4-09-038|PUD - NC
22-41-16-16-4-09-039|PUD - NC
22-41-16-16-4-09-041|PUD - NC
22-41-16-16-4-09-042|PUD - NC
22-41-16-16-4-09-043|PUD - NC
22-41-16-16-4-09-044|PUD - NC
22-41-16-16-4-09-045|PUD - NC
22-41-16-16-4-10-001|PUD - NC
22-41-16-16-4-11-001|PUD - NC
22-41-16-17-1-00-001|R1
22-41-16-17-1-00-002|R1
22-41-16-17-1-00-003|R1
22-41-16-17-2-00-001|R1
22-41-16-17-2-01-001|R3
22-41-16-17-2-01-002|R3
22-41-16-17-2-01-003|R3
22-41-16-17-2-02-001|R3
22-41-16-17-2-02-002|R3
22-41-16-17-2-02-003|R3
22-41-16-17-2-02-004|R3
22-41-16-17-2-03-001|R3
22-41-16-17-2-03-002|R3
22-41-16-17-2-03-003|R3
22-41-16-17-2-03-004|R3
22-41-16-17-2-03-005|R3
22-41-16-17-2-03-006|R3
22-41-16-17-2-03-007|R3
22-41-16-17-3-00-001|R1
22-41-16-17-3-05-001|R3
22-41-16-17-3-05-002|R3
22-41-16-17-3-05-003|R3
22-41-16-17-3-05-004|R3
22-41-16-17-3-05-005|R3
22-41-16-17-3-05-006|R3
22-41-16-17-3-05-007|R3
22-41-16-17-3-06-001|R3
22-41-16-17-3-07-001|R3
22-41-16-17-3-08-001|R3
22-41-16-17-3-08-002|R3
22-41-16-17-4-00-001|R1
22-41-16-17-4-00-002|R1
22-41-16-17-4-00-005|R1
22-41-16-17-4-00-006|R1
22-41-16-17-4-01-001|PUD - NC
22-41-16-18-1-01-001|R3
22-41-16-18-1-01-002|R3
22-41-16-18-1-01-003|R3
22-41-16-18-1-02-001|R3
22-41-16-18-1-02-002|R3
22-41-16-18-1-02-003|R3
22-41-16-18-3-00-001|R1
22-41-16-18-4-02-004|R3
22-41-16-18-4-02-005|R3
22-41-16-18-4-02-006|R3
22-41-16-18-4-03-001|R3
22-41-16-18-4-03-002|R3
22-41-16-18-4-03-003|R3
22-41-16-18-4-03-004|R3
22-41-16-18-4-03-005|R3
22-41-16-18-4-03-006|R3
22-41-16-18-4-03-007|R3
22-41-16-18-4-03-008|R3
22-41-16-19-1-01-001|R3
22-41-16-19-1-01-002|R3
22-41-16-19-1-01-003|R3
22-41-16-19-1-01-004|R3
22-41-16-19-1-01-005|R3
22-41-16-19-1-02-001|R3
22-41-16-19-1-02-002|R3
22-41-16-19-1-02-004|R3
22-41-16-19-1-02-005|R3
22-41-16-19-1-03-001|R3
22-41-16-19-1-03-002|R3
22-41-16-19-1-04-001|R3
22-41-16-19-1-04-002|R3
22-41-16-19-1-04-003|R3
22-41-16-19-1-04-004|R3
22-41-16-19-2-00-006|R3
22-41-16-19-2-02-003|R3
22-41-16-19-3-00-001|R1
22-41-16-19-3-00-002|R3
22-41-16-19-3-06-001|R3
22-41-16-19-3-06-002|R3
22-41-16-19-3-06-003|R3
22-41-16-19-3-07-001|R3
22-41-16-19-3-07-004|R3
22-41-16-19-3-07-005|R3
22-41-16-19-3-07-006|R3
22-41-16-19-3-07-008|R3
22-41-16-19-3-07-009|R3
22-41-16-19-3-07-010|R3
22-41-16-19-3-07-011|R3
22-41-16-19-3-08-001|R3
22-41-16-19-3-08-002|R3
22-41-16-19-3-08-003|R3
22-41-16-19-3-09-001|R3
22-41-16-19-3-09-002|R3
22-41-16-19-3-09-003|R3
22-41-16-19-3-09-004|R3
22-41-16-19-3-10-001|R3
22-41-16-19-3-10-002|R3
22-41-16-19-4-00-006|R1
22-41-16-19-4-00-006.01|R1
22-41-16-19-4-00-012|R1
22-41-16-19-4-00-013|R1
22-41-16-19-4-00-014|R1
22-41-16-19-4-00-015|R1
22-41-16-19-4-04-005|R3
22-41-16-19-4-04-006|R3
22-41-16-19-4-04-007|R3
22-41-16-19-4-04-008|R3
22-41-16-19-4-04-009|R3
22-41-16-19-4-05-008|R3
22-41-16-19-4-05-009|R3
22-41-16-19-4-05-112|R3
22-41-16-19-4-05-113|R3
22-41-16-19-4-10-001|R3
22-41-16-19-4-10-002|R3
22-41-16-19-4-10-003|R3
22-41-16-19-4-10-004|R3
22-41-16-19-4-10-005|R3
22-41-16-19-4-10-006|R3
22-41-16-19-4-10-007|R3
22-41-16-20-1-00-008|R1
22-41-16-20-1-00-009|R1
22-41-16-20-2-01-003|R3
22-41-16-20-2-01-006|R3
22-41-16-20-2-01-010|R3
22-41-16-20-2-01-111|R3
22-41-16-20-2-01-112|R3
22-41-16-20-3-00-001|R1
22-41-16-20-3-00-006|R1
22-41-16-20-3-00-009|R1
22-41-16-20-3-00-010|R1
22-41-16-20-4-00-006|R1
22-41-16-20-4-00-007|R1
22-41-16-21-1-01-005|PUD - NC
22-41-16-21-1-01-006|PUD - NC
22-41-16-21-1-01-007|PUD - NC
22-41-16-21-1-01-008|PUD - NC
22-41-16-21-1-01-009|PUD - NC
22-41-16-21-1-01-010|PUD - NC
22-41-16-21-1-01-011|PUD - NC
22-41-16-21-1-01-012|PUD - NC
22-41-16-21-1-01-013|PUD - NC
22-41-16-21-1-01-014|PUD - NC
22-41-16-21-1-01-015|PUD - NC
22-41-16-21-1-01-016|PUD - NC
22-41-16-21-1-01-017|PUD - NC
22-41-16-21-1-01-018|PUD - NC
22-41-16-21-1-01-019|PUD - NC
22-41-16-21-1-01-020|PUD - NC
22-41-16-21-1-01-TNH|PUD - NC
22-41-16-21-1-05-013|PUD - NC
22-41-16-21-1-05-014|PUD - NC
22-41-16-21-1-05-015|PUD - NC
22-41-16-21-1-05-016|PUD - NC
22-41-16-21-1-05-017|PUD - NC
22-41-16-21-1-05-018|PUD - NC
22-41-16-21-1-05-019|PUD - NC
22-41-16-21-1-05-020|PUD - NC
22-41-16-21-1-05-021|PUD - NC
22-41-16-21-1-05-022|PUD - NC
22-41-16-21-1-05-023|PUD - NC
22-41-16-21-1-10-001|PUD - NC
22-41-16-21-1-10-002|PUD - NC
22-41-16-21-1-10-003|PUD - NC
22-41-16-21-1-10-004|PUD - NC
22-41-16-21-1-10-005|PUD - NC
22-41-16-21-1-10-006|PUD - NC
22-41-16-21-1-10-007|PUD - NC
22-41-16-21-1-10-008|PUD - NC
22-41-16-21-1-10-009|PUD - NC
22-41-16-21-1-10-010|PUD - NC
22-41-16-21-1-10-011|PUD - NC
22-41-16-21-1-10-012|PUD - NC
22-41-16-21-1-10-013|PUD - NC
22-41-16-21-1-10-014|PUD - NC
22-41-16-21-1-10-015|PUD - NC
22-41-16-21-1-10-016|PUD - NC
22-41-16-21-1-10-017|PUD - NC
22-41-16-21-1-10-018|PUD - NC
22-41-16-21-1-10-019|PUD - NC
22-41-16-21-1-10-020|PUD - NC
22-41-16-21-1-10-021|PUD - NC
22-41-16-21-1-10-022|PUD - NC
22-41-16-21-1-10-023|PUD - NC
22-41-16-21-1-10-024|PUD - NC
22-41-16-21-1-10-025|PUD - NC
22-41-16-21-1-10-026|PUD - NC
22-41-16-21-1-10-027|PUD - NC
22-41-16-21-1-10-028|PUD - NC
22-41-16-21-1-10-029|PUD - NC
22-41-16-21-1-10-030|PUD - NC
22-41-16-21-1-11-031|PUD - NC
22-41-16-21-1-11-032|PUD - NC
22-41-16-21-1-11-033|PUD - NC
22-41-16-21-1-11-034|PUD - NC
22-41-16-21-1-11-035|PUD - NC
22-41-16-21-1-11-036|PUD - NC
22-41-16-21-1-11-037|PUD - NC
22-41-16-21-1-11-038|PUD - NC
22-41-16-21-1-11-TNH|PUD - NC
22-41-16-21-1-12-003|PUD - NC
22-41-16-21-1-16-001|PUD - NC
22-41-16-21-1-16-002|PUD - NC
22-41-16-21-1-16-003|PUD - NC
22-41-16-21-1-16-004|PUD - NC
22-41-16-21-1-16-005|PUD - NC
22-41-16-21-1-16-006|PUD - NC
22-41-16-21-1-16-007|PUD - NC
22-41-16-21-1-16-008|PUD - NC
22-41-16-21-1-16-009|PUD - NC
22-41-16-21-1-16-010|PUD - NC
22-41-16-21-1-16-011|PUD - NC
22-41-16-21-1-17-001|PUD - NC
22-41-16-21-1-17-002|PUD - NC
22-41-16-21-1-17-003|PUD - NC
22-41-16-21-1-18-001|PUD - NC
22-41-16-21-1-18-002|PUD - NC
22-41-16-21-1-18-003|PUD - NC
22-41-16-21-1-18-004|PUD - NC
22-41-16-21-1-18-TNH|PUD - NC
22-41-16-21-1-19-001|PUD - NC
22-41-16-21-1-19-002|PUD - NC
22-41-16-21-1-19-003|PUD - NC
22-41-16-21-1-19-004|PUD - NC
22-41-16-21-1-19-005|PUD - NC
22-41-16-21-1-19-006|PUD - NC
22-41-16-21-1-19-007|PUD - NC
22-41-16-21-1-19-008|PUD - NC
22-41-16-21-1-20-001|PUD - NC
22-41-16-21-1-20-002|PUD - NC
22-41-16-21-2-00-002|PUD - NC
22-41-16-21-2-00-003|R1
22-41-16-21-2-00-004|R1
22-41-16-21-2-07-001|PUD - NC
22-41-16-21-2-07-002|PUD - NC
22-41-16-21-2-07-003|PUD - NC
22-41-16-21-2-07-004|PUD - NC
22-41-16-21-2-07-005|PUD - NC
22-41-16-21-2-07-006|PUD - NC
22-41-16-21-2-07-007|PUD - NC
22-41-16-21-2-07-008|PUD - NC
22-41-16-21-2-07-009|PUD - NC
22-41-16-21-2-07-010|PUD - NC
22-41-16-21-2-07-011|PUD - NC
22-41-16-21-2-07-012|PUD - NC
22-41-16-21-2-07-014|PUD - NC
22-41-16-21-2-07-015|PUD - NC
22-41-16-21-2-07-016|PUD - NC
22-41-16-21-2-07-017|PUD - NC
22-41-16-21-2-07-018|PUD - NC
22-41-16-21-2-07-019|PUD - NC
22-41-16-21-2-07-020|PUD - NC
22-41-16-21-2-07-021|PUD - NC
22-41-16-21-2-07-022|PUD - NC
22-41-16-21-2-07-023|PUD - NC
22-41-16-21-2-07-024|PUD - NC
22-41-16-21-2-07-025|PUD - NC
22-41-16-21-2-07-TNH|PUD - NC
22-41-16-21-2-13-001|PUD - NC
22-41-16-21-2-14-001|PUD - NC
22-41-16-21-2-14-002|PUD - NC
22-41-16-21-2-14-003|PUD - NC
22-41-16-21-2-14-004|PUD - NC
22-41-16-21-2-14-005|PUD - NC
22-41-16-21-2-14-006|PUD - NC
22-41-16-21-2-14-007|PUD - NC
22-41-16-21-2-14-008|PUD - NC
22-41-16-21-2-14-009|PUD - NC
22-41-16-21-2-14-010|PUD - NC
22-41-16-21-2-15-001|PUD - NC
22-41-16-21-2-15-002|PUD - NC
22-41-16-21-2-15-003|PUD - NC
22-41-16-21-2-15-004|PUD - NC
22-41-16-21-2-15-005|PUD - NC
22-41-16-21-2-15-006|PUD - NC
22-41-16-21-2-15-007|PUD - NC
22-41-16-21-2-16-001|PUD - NC
22-41-16-21-2-16-002|PUD - NC
22-41-16-21-3-14-001|PUD - NC
22-41-16-21-3-15-001|PUD - NC
22-41-16-21-3-15-002|PUD - NC
22-41-16-21-3-15-003|PUD - NC
22-41-16-21-3-15-004|PUD - NC
22-41-16-21-3-15-005|PUD - NC
22-41-16-21-3-15-006|PUD - NC
22-41-16-21-3-15-007|PUD - NC
22-41-16-21-3-15-008|PUD - NC
22-41-16-21-3-15-009|PUD - NC
22-41-16-21-3-15-010|PUD - NC
22-41-16-21-3-15-011|PUD - NC
22-41-16-21-3-15-014|PUD - NC
22-41-16-21-3-15-015|PUD - NC
22-41-16-21-3-15-016|PUD - NC
22-41-16-21-3-16-001|PUD - NC
22-41-16-21-3-17-001|PUD - NC
22-41-16-21-3-17-002|PUD - NC
22-41-16-22-2-00-006|R3
22-41-16-22-2-00-007|R3
22-41-16-22-2-00-010|R3
22-41-16-22-2-00-013|R3
22-41-16-22-2-00-014|R3
22-41-16-22-2-00-015|BC
22-41-16-22-2-00-016|BC
22-41-16-22-2-00-017|R3
22-41-16-27-3-00-001|DC-1
22-41-16-27-3-00-002|DC-2
22-41-16-27-3-00-004|DC-2
22-41-16-27-3-00-005|CR-1
22-41-16-27-3-00-005.01|CR-1
22-41-16-27-3-00-007|CR-1
22-41-16-27-3-00-008|CR-1
22-41-16-27-3-00-010.05|DC-2
22-41-16-27-3-00-011|DC-2
22-41-16-27-3-00-012|DC-2
22-41-16-27-3-00-013|P/SP
22-41-16-27-3-00-013.01|P/SP
22-41-16-27-3-00-013.02|P/SP
22-41-16-27-3-00-014|DC-1
22-41-16-27-3-00-016|P/SP
22-41-16-27-3-00-016.01|P/SP
22-41-16-27-3-00-016.02|P/SP
22-41-16-27-3-00-016.03|P/SP
22-41-16-27-3-00-016.04|P/SP
22-41-16-27-3-00-016.05|P/SP
22-41-16-27-3-00-016.06|P/SP
22-41-16-27-3-00-016.07|P/SP
22-41-16-27-3-00-017|P/SP
22-41-16-27-3-00-018|P
22-41-16-27-3-00-020|P/SP
22-41-16-27-3-00-020.02|P/SP
22-41-16-27-3-00-020.06|P/SP
22-41-16-27-3-00-020.12|P/SP
22-41-16-27-3-00-020.13|P/SP
22-41-16-27-3-00-020.14|P/SP
22-41-16-27-3-00-022|DC-2
22-41-16-27-3-00-022.01|DC-2
22-41-16-27-3-00-023|CR-1
22-41-16-27-3-00-024|CR-1
22-41-16-27-3-00-025|P/SP
22-41-16-27-3-00-026|DC-2
22-41-16-27-3-00-CND|DC-2
22-41-16-27-3-01-001|NL-3
22-41-16-27-3-01-002|NL-3
22-41-16-27-3-01-006|NL-3
22-41-16-27-3-01-007|NL-3
22-41-16-27-3-01-009|NL-3
22-41-16-27-3-01-010|NL-3
22-41-16-27-3-01-011|NL-3
22-41-16-27-3-01-015|NL-3
22-41-16-27-3-01-016|NL-3
22-41-16-27-3-01-017|NL-3
22-41-16-27-3-03-001|DC-1
22-41-16-27-3-04-004|NL-3
22-41-16-27-3-04-006|NL-3
22-41-16-27-3-04-007|NL-3
22-41-16-27-3-04-008|NL-3
22-41-16-27-3-04-009|NL-3
22-41-16-27-3-05-001|NL-3
22-41-16-27-3-05-002|NL-3
22-41-16-27-3-05-003|NL-3
22-41-16-27-3-05-006|NL-3
22-41-16-27-3-05-007|NL-3
22-41-16-27-3-05-008|NL-3
22-41-16-27-3-05-009|NL-3
22-41-16-27-3-05-010|NL-3
22-41-16-27-3-06-001|NL-3
22-41-16-27-3-06-002|NL-3
22-41-16-27-3-06-003|NL-3
22-41-16-27-3-06-004|NL-3
22-41-16-27-3-06-005|NL-3
22-41-16-27-3-06-006|NL-3
22-41-16-27-3-06-007|NL-3
22-41-16-27-3-07-001|NL-3
22-41-16-27-3-07-003|NL-3
22-41-16-27-3-07-004|NL-3
22-41-16-27-3-07-005|NL-3
22-41-16-27-3-07-010|NL-3
22-41-16-27-3-07-011|NL-3
22-41-16-27-3-07-012|NL-3
22-41-16-27-3-07-013|NL-3
22-41-16-27-3-07-014|NL-3
22-41-16-27-3-07-015|NL-3
22-41-16-27-3-07-016|NL-3
22-41-16-27-3-07-017|NL-3
22-41-16-27-3-07-018|NL-3
22-41-16-27-3-07-019|NL-3
22-41-16-27-3-08-001|NL-3
22-41-16-27-3-08-002|NL-3
22-41-16-27-3-08-003|NL-3
22-41-16-27-3-08-003.01|NL-3
22-41-16-27-3-08-004|NL-3
22-41-16-27-3-08-004.01|NL-3
22-41-16-27-3-08-005|NL-3
22-41-16-27-3-08-006|NL-3
22-41-16-27-3-08-008|NL-3
22-41-16-27-3-08-009|NL-3
22-41-16-27-3-08-010|NL-3
22-41-16-27-3-08-013|NL-3
22-41-16-27-3-08-014|NL-3
22-41-16-27-3-08-015|NL-3
22-41-16-27-3-09-001|NL-3
22-41-16-27-3-09-002|NL-3
22-41-16-27-3-09-003|NL-3
22-41-16-27-3-09-005|NL-3
22-41-16-27-3-09-006|NL-3
22-41-16-27-3-09-007|NL-3
22-41-16-27-3-09-008|NL-3
22-41-16-27-3-09-013|NL-3
22-41-16-27-3-09-014|NL-3
22-41-16-27-3-09-015|NL-3
22-41-16-27-3-09-017|NL-3
22-41-16-27-3-09-018|NL-3
22-41-16-27-3-09-019|NL-3
22-41-16-27-3-10-001|NL-3
22-41-16-27-3-10-002|NL-3
22-41-16-27-3-10-003|NL-3
22-41-16-27-3-10-004|NL-3
22-41-16-27-3-10-007|NL-3
22-41-16-27-3-10-008|NL-3
22-41-16-27-3-10-008.01|NL-3
22-41-16-27-3-10-009|NL-3
22-41-16-27-3-10-011|NL-3
22-41-16-27-3-10-012|NL-3
22-41-16-27-3-10-013|NL-3
22-41-16-27-3-10-014|NL-3
22-41-16-27-3-10-015|NL-3
22-41-16-27-3-10-016|NL-3
22-41-16-27-3-10-017|NL-3
22-41-16-27-3-10-018|NL-3
22-41-16-27-3-11-001|TS-2
22-41-16-27-3-12-001|TS-2
22-41-16-27-3-12-002|TS-2
22-41-16-27-3-12-003|TS-2
22-41-16-27-3-12-005|TS-2
22-41-16-27-3-12-007|TS-2
22-41-16-27-3-12-008|TS-2
22-41-16-27-3-12-009|TS-2
22-41-16-27-3-13-001|P/SP
22-41-16-27-3-13-002|DC-2
22-41-16-27-3-14-001|DC-2
22-41-16-27-3-14-002|DC-2
22-41-16-27-3-15-001|TS-2
22-41-16-27-3-15-002|TS-1
22-41-16-27-3-16-001|TS-2
22-41-16-27-3-16-001.01|TS-2
22-41-16-27-3-16-002|TS-2
22-41-16-27-3-16-002.01|TS-2
22-41-16-27-3-16-002.02|TS-2
22-41-16-27-3-16-003|TS-2
22-41-16-27-3-16-004|TS-1
22-41-16-27-3-16-004.01|TS-1
22-41-16-27-3-16-005|TS-1
22-41-16-27-3-16-006|TS-1
22-41-16-27-3-17-001|TS-1
22-41-16-27-3-17-002|TS-1
22-41-16-27-3-17-002.01|TS-1
22-41-16-27-3-17-002.02|TS-1
22-41-16-27-3-17-002.03|TS-1
22-41-16-27-3-17-002.04|TS-1
22-41-16-27-3-17-002.05|TS-1
22-41-16-27-3-17-003|TS-1
22-41-16-27-3-17-004|TS-1
22-41-16-27-3-17-004.01|TS-1
22-41-16-27-3-18-001|NL-3
22-41-16-27-3-18-002|CR-1
22-41-16-27-3-18-002.01|CR-1
22-41-16-27-3-18-003|CR-1
22-41-16-27-3-18-004|NL-3
22-41-16-27-3-19-001|NL-3
22-41-16-27-3-19-002|NL-3
22-41-16-27-3-19-003|NL-3
22-41-16-27-3-19-005|NL-3
22-41-16-27-3-19-006|NL-3
22-41-16-27-3-20-003|NL-3
22-41-16-27-3-20-004|NL-3
22-41-16-27-3-20-005|NL-3
22-41-16-27-3-20-006|NL-3
22-41-16-27-3-20-007|NL-3
22-41-16-27-3-20-008|NL-3
22-41-16-27-3-21-004|TS-2
22-41-16-27-3-22-001|P/SP
22-41-16-27-3-23-001|TS-1
22-41-16-27-3-24-001|NM-2
22-41-16-27-3-24-002|NM-2
22-41-16-27-3-24-003|NM-2
22-41-16-27-3-24-004|NM-2
22-41-16-27-3-24-005|NM-2
22-41-16-27-3-24-006|NM-2
22-41-16-27-3-24-007|NM-2
22-41-16-27-3-24-008|NM-2
22-41-16-27-3-24-009|NM-2
22-41-16-27-3-24-010|NM-2
22-41-16-27-3-24-011|NM-2
22-41-16-27-3-24-012|NM-2
22-41-16-27-3-24-013|NM-2
22-41-16-27-3-24-014|NM-2
22-41-16-27-3-24-015|NM-2
22-41-16-27-3-24-016|NM-2
